nm;Pute2_2, (M, id=5248);Rind1_1, (M, id=5249);Rind1_2, (M, id=5250);Rind1_3 Schwarte, (M, id=5251);Rind1_4, (M, id=5252);Rind1_5 Sehne, (M, id=5253);Rind2 Fett, (M, id=5254);Rind Rumpsteak, (M, id=5255);Rind Rumpsteak Schwarte, (M, id=5256);Schweinenacken1 Fett, (M, id=5257);Schweinenacken1 Fett, (M, id=5258);Schweinenacken1 Knochen, (M, id=5259);Schweinenachen1 Knochenmark, (M, id=5260);Schweineruecken1, (M, id=5261);Schweineruecken1 Sehne, (M, id=5262);Schweineruecken2, (M, id=5263);Schweineruecken3, (M, id=5264);Schweineruecken4, (M, id=5265);Kotelett Fett, (M, id=5952);Kotelett Fleisch dunkel, (M, id=5953);Kotelett Fleisch hell, (M, id=5954);Kotelett Knochen, (M, id=5955);Kotelett Knochenmark, (M, id=5956);Rumpsteak Fleisch dunkel, (M, id=5957);Rumpsteak Fett, (M, id=5958);Rumpsteak Fleisch hell, (M, id=5959);Jungbulle Hüftsteak 1, (M, id=5966);Jungbulle Hüftsteak 2, (M, id=5967);Rinderhüfte 1, (M, id=5971);Rinderhüfte 2, (M, id=5972);Rinderhüfte 3 Fett, (M, id=5973);Rinderhüfte 4, (M, id=5974);Rinderkeule 1 Fett, (M, id=5975);Rinderkeule 2, (M, id=5976);Rinderkeule 3, (M, id=5977);Schwein 1, (M, id=5978);Schwein 2, (M, id=5979);Schweinenacken 1-1 Fett, (M, id=5980);Schweinenacken 1-2, (M, id=5981);Schweinerücken 1-1, (M, id=5982);Schweinerücken 1-2, (M, id=5983);Schwein Fett, (M, id=5984);Weisswurst, (M, id=5986);Schweinefleisch Fett 1, (M, id=5987);Schweinefleisch Fett 2, (M, id=5988);Schweinefleisch Fett 3, (M, id=5989);Schweinefleisch Fett Blut, (M, id=5990);Schweinefleisch Fleisch 1, (M, id=5991);Schweinefleisch Fleisch 2, (M, id=5992);Schweinefleisch Fleisch 3, (M, id=5993);Schweinefleisch Fleisch 4, (M, id=5994);Schweinefleisch Knochen 1, (M, id=5995);Schweinefleisch Knochen 2, (M, id=5996);Schweinefleisch Knochen 3, (M, id=5997);Schweinefleisch Knochen Rippe, (M, id=5998);Schweinefleisch Knochenmark 1, (M, id=5999);Schweinefleisch Knorpel, (M, id=6000);Schweinefleisch Schwarte, (M, id=6001);Schweinefleisch Sehne 1, (M, id=6002);Huhn1_1, (M, id=5237);Huhn1_2, (M, id=5238);Huhn2 Fett, (M, id=5239);Huhn2, (M, id=5240);Jungbulle1_1, (M, id=5241);Jungbulle1_2, (M, id=5242);Jungbulle2, (M, id=5243);Jungbulle3, (M, id=5244);Pute1_1, (M, id=5245);Pute1_2, (M, id=5246);Pute2_1, (M, id=5247)
620;15,3334697729;7,35786923284;12,6800990615;32,8929395869;13,0918221952;29,021616303;23,2920824084;12,4200443775;38,1746009906;11,5984937205;42,7896909812;29,5558921731;24,7545826402;11,3093488853;34,8217656139;17,909679958;11,4379845646;14,8493718562;29,4057542702;8,0463701149;11,422544813;39,6876004717;17,2672172377;9,15812176218;29,4703591429;14,7733488848;41,2311346734;13,2778005384;13,1538041411;22,1234797004;53,483563902;13,8312122487;31,9431029195;12,0463700349;12,2972135136;9,48012765304;15,7937632859;45,5910027656;19,3885175148;20,5537470924;14,434176277;36,585860385;45,2668408471;41,1233653646;21,6504439735;42,2252779597;14,9341407961;10,1845121442;8,8219570666;15,2862236632;13,1798664079;19,1653408075;30,9360785008;27,6496911295;9,17205179722;41,191830788;18,9185345309;43,476975669;30,5621014812;12,5045144637;9,05185080354;28,1187823348;8,21585400902;9,90051590448;13,084693864;16,2193764062;14,6610465525;9,05707109498;9,35688619118;10,1057076643
630;15,4480585463;7,2781812209;12,8113746743;32,4438039098;13,3553833381;28,1653592462;22,9304849048;12,4590075943;37,8840517889;11,9400043386;42,4687558862;29,292003958;25,5424567364;11,2745029675;34,4166801165;17,7860957706;11,4791354565;14,7412213854;28,7409368925;8,00600122856;11,3427767042;39,2163934416;18,2139314375;8,85738308544;28,8733302931;14,9342347797;41,4533038798;13,0383705809;13,5755365839;22,7091637595;54,0096585602;13,8894644015;31,304115919;12,2013516448;12,8249735046;9,26897455304;15,5177503819;45,3393997739;19,5129043835;20,1747747275;14,0482072471;36,0692505325;45,1355791211;40,9900207644;21,3385953612;41,6979694731;15,0653280152;10,1039998667;8,83569304896;15,263489147;13,0994620513;19,8879984369;31,3855308963;28,8040519705;9,29792000932;41,9610906324;18,6915332929;43,2850299506;29,8348237376;12,2804496468;8,91753251106;27,8995919639;8,19071235732;9,48693791232;13,0244897492;16,1198286666;14,5118815879;8,91187933392;9,25369026324;9,9478521743
640;15,4623653203;7,8108094685;13,0278782743;32,3514529228;13,6119739775;27,9108375941;23,1032194181;12,6170048137;38,1048005305;12,0961860446;42,3981812725;31,1886468879;26,4006103121;11,1706391443;34,1104753719;17,6181601839;11,3925001878;14,565099101;28,2646489346;8,00240551794;11,2737218704;38,8580249731;21,0931171778;9,00030486306;29,0411503119;15,1170248904;42,8507571984;13,2596939378;14,1115194977;23,2692654293;54,9615186807;14,3294435625;31,5329659302;12,4588065982;13,1021919906;9,2242965265;15,2004711726;45,1797741502;19,5255726899;20,079100722;13,9379753597;35,9745425219;44,9655860679;40,7908680755;21,6037971832;42,1617508263;16,9993642703;10,1122366762;8,95738620338;15,440148364;13,2015811485;21,6188318226;32,9351788304;30,4975344454;10,457890001;42,4063394426;18,8243078553;43,1186757764;29,2041258699;12,1673630975;8,84319575314;27,9921940587;8,17988663454;10,0123145636;13,3521473597;16,4309541455;14,7867205575;8,91359553242;9,22040417372;9,83187931552
650;15,3470663917;8,71770131458;13,0655512349;32,4283277788;13,8342563859;28,1254916671;23,4834388708;12,7513446904;38,5028092661;12,2532126917;42,270245685;34,7600847331;27,1881576265;11,0193157861;33,7778802253;17,4448956814;11,2338420164;14,4811081887;27,7986475552;7,98267509042;11,0154303767;38,4906316545;25,6903453317;9,56432504728;29,5126530756;15,0769601387;44,5221251521;13,9500066644;14,7150374654;23,8690220068;55,8397454094;14,7564625068;32,7418766458;12,9412568924;13,2785130596;9,27661204326;14,9917043779;44,9744852867;19,3126201746;19,9077572375;13,9236170164;36,0376391356;44,9245823913;40,5070042559;22,0135983904;43,1045368934;20,448761658;10,0615526837;9,11170449546;16,0433258177;13,3619809259;24,0544718183;34,9723956692;32,5629449249;12,4892918065;42,4277498437;19,136168897;42,947665159;28,4445210883;11,9885655631;8,69665210328;28,3328195328;8,04121694196;11,3739314198;13,8362330016;17,0247016371;15,3979091205;8,94989119658;9,23915708548;9,8199312276
660;15,1956267117;9,78218053612;12,8779122908;32,431024613;13,9267098078;28,4615554356;23,9302767909;12,6844959959;38,8167870409;12,2692471851;42,0493082221;37,7254589696;27,526491533;10,8305590542;33,4830535309;17,1737502799;11,0589961014;14,1858447347;27,2333356573;7,84494598512;10,8526349846;37,9075088896;29,912012842;10,3275756512;30,02244276;15,0127881517;46,1514363941;14,8410511264;15,4194250765;24,259611255;56,4207121467;15,3368560865;34,5296302678;13,4877204374;13,3327582002;9,2633074891;14,7578520781;44,6801669975;19,2378004192;19,7448385802;13,8625732918;36,1571307281;45,0392134246;40,1644407571;22,1184112017;44,0546393094;23,3256441554;9,90851312696;9,202573385;16,6709779363;13,5581564416;25,9889395016;36,4017824345;33,9906293785;14,2935892354;42,2431766209;19,327898275;42,620110892;27,7138047583;11,9207439302;8,58160282504;28,5189487604;7,83424498504;13,4687603401;14,5556675269;17,8062267328;16,100410276;8,72040966962;9,06002140298;9,6562592468
670;15,2284398671;10,6327558882;12,5923176319;32,2738631798;13,6503047701;28,3496612849;23,9447607653;12,4132712011;38,5505153315;12,1651106698;41,6793266937;39,2411715376;27,4459492705;10,4535177707;32,8978756654;16,7677858279;10,8958879689;13,9298364078;26,6049355466;7,67967558512;10,6308686787;37,2598359412;32,3611076767;10,9004804135;30,2607380775;14,9773390912;47,0727527935;15,3107383765;15,8232241411;24,3836714964;56,3561897368;15,5733589322;35,6679656157;13,7591639385;13,2943580777;9,07738620098;14,4900543994;44,3019333153;19,0718275615;19,3718491396;13,6828929792;36,0028208369;45,1732990735;39,7999946266;21,9907051379;44,4546632515;24,6824436208;9,7031911585;9,14860330234;16,9379868205;13,36245698;27,0225706626;36,8828469809;34,7009490482;15,1884590861;41,7369996539;19,0654803274;42,2541325523;26,6868104797;11,6736240048;8,36629237762;28,3798646464;7,58684396668;14,8579429903;14,9009849151;18,0743009269;16,3043980659;8,52641563962;8,7993959273;9,4888944518
680;15,251065005;10,9535770274;12,465994196;32,0663935846;13,5763939544;27,9558775644;23,8716425677;12,3000043314;38,1658543185;12,2372959776;41,3488437028;39,8449729642;27,2642414765;10,2437804036;32,5398645632;16,4527981862;10,6501916282;13,6460126366;25,9903522691;7,66366176746;10,3818577203;36,5409813624;33,3362094154;11,1333074517;30,2192298193;14,7441400459;47,1320418831;15,3835253695;16,0268630161;24,2798431442;56,0237063346;15,6234352045;36,0885203007;13,9286809376;13,322305188;8,8699451334;14,1591823947;43,8395801243;18,8892038843;18,9116565537;13,4391423607;35,7603235461;45,6200106084;39,5656077601;21,7193671413;44,46746871;24,8999594536;9,5729515741;9,09035260706;17,1155727381;13,1696253636;27,4384442004;37,0080981635;34,8239077547;15,4598433206;41,276595305;18,8811335084;41,8854743851;25,9042630879;11,4725517554;8,13272665668;28,1868435547;7,50169758426;15,4612144276;14,9473860836;18,1299425822;16,46860079;8,3395067724;8,74512537902;9,33278826528
690;15,1640268356;11,0722651846;12,2521488392;31,9080366329;13,5608856269;27,4705301939;23,7184843232;12,1096584898;37,8048029025;12,2275995634;40,9970944063;40,1648050668;27,2283094185;10,0668631353;32,2214575029;16,14550197;10,5222205697;13,3790576876;25,3532709423;7,45333605288;10,2592472253;35,9149514587;33,5410485409;11,1667398481;29,9330274403;14,5666335216;47,1577128206;15,1542803096;16,011256831;24,2008614639;55,7385853638;15,3506791091;35,9392536551;13,873262771;13,2897186413;8,75274677096;13,9587094646;43,6299660224;18,8201219803;18,7043841311;13,251199831;35,3834772237;46,0659534755;39,3200893738;21,5165887568;44,3374871768;24,8816540683;9,52141645094;8,94271511964;17,050274717;13,1240815656;27,5239249074;37,1360838627;34,7394832027;15,6388451255;40,9107903423;18,8206435687;41,612662897;25,3262635108;11,3194505661;7,95407709158;28,1479450904;7,26410709046;15,5374908727;14,8767282531;18,0346136682;16,3426132906;8,1679754751;8,5453934976;9,2474809352
700;15,1697531662;11,087132687;12,1212945912;31,716846604;13,4516698461;26,7349640716;23,4521747768;11,9756675785;37,6949931339;12,2062577383;40,704116485;40,3189108419;26,95785732;9,77001826884;31,849999363;15,9366850635;10,4375655857;13,1066459801;24,8767611581;7,13465026562;10,1307238394;35,2772293068;33,789807483;11,0615541212;29,5465715894;14,2832195945;46,7876881239;15,0582835003;16,1207829862;23,9669259474;55,409712313;15,1883727494;35,7211878608;13,7017283538;13,1972637618;8,52653432738;13,6427636799;43,5094521338;18,5791376805;18,3076040192;13,0054334568;35,1033470207;46,2517893354;39,0642659446;21,2296191674;44,2081812363;24,7782524124;9,23853251306;8,74928126894;16,9637217566;12,9605088999;27,4886976732;37,1527577238;34,6007904685;15,8751122581;40,6017130205;18,6462351169;41,3993482835;24,6628141203;11,2341262293;7,8187220167;28,0125344179;7,1740485796;15,3418962121;14,5260466325;17,7186592776;16,22443575;8,03146347256;8,17558459222;9,09176612846
710;15,2545135003;10,8797918429;11,900376501;31,3976778193;13,27875647;26,0887331721;23,1246459174;11,59378732;37,2207141427;12,1236285732;40,4833022873;40,4099384677;26,7003431;9,59446989606;31,4420100004;15,6226017842;10,2447679827;13,0030508206;24,1128905592;7,03940053994;9,98773897164;34,6332793626;33,8852164939;10,921479513;29,1658835751;14,1945204649;46,3378059122;14,9641616257;15,9592394139;23,6657304348;54,9722482083;15,0074491725;35,4810761212;13,7377950433;13,2938796577;8,36765120982;13,3336193942;43,0529739462;18,5047925216;17,8178713896;12,7170688103;34,8302849738;46,5074216773;38,6987513842;21,0500496908;44,0137396798;24,3403091337;9,13887836052;8,47857111918;16,6357854191;12,6166543908;27,3555463717;37,0212849384;34,5105940516;15,8601083072;39,924470747;18,2865880674;41,1384909182;23,8782001071;10,9450660684;7,76378593912;27,8509714729;7,11710660476;15,1761814055;14,3600066562;17,3738087886;15,9417213656;7,92418335064;8,2114049563;8,87005687776
720;15,2187363467;10,6675705305;11,8514067301;31,0692157818;13,2996238473;25,5724950248;23,0277919756;11,5383079268;36,9793682078;12,0573908066;40,2535607009;40,6520145523;26,6377801566;9,48670183525;31,3429634122;15,3740859073;10,1857459761;12,9645920706;23,5759787271;7,02709609667;9,76915263514;34,0260339713;33,9927770764;10,7200666499;28,8802750913;14,1541188435;45,8116663684;14,8261961985;15,9391448781;23,2207554664;54,48635328;14,900273851;35,2376463014;13,6806365336;13,3121770951;8,30237439293;13,3106550892;42,8787794155;18,3347982132;17,7012426109;12,7987174499;34,5423681538;46,3465039604;38,6181064414;20,9286760355;43,8273321998;23,9606648149;9,0430217943;8,45430999027;16,6609563357;12,6866009408;27,3125912161;36,9887209691;34,4035579373;15,9394742004;39,3287485848;18,375694123;40,8925028744;23,2442545655;10,8721736952;7,69183505285;27,898542638;7,14813042973;15,0979937683;14,3610962958;17,1700366579;15,615159467;7,74337700802;7,98281453058;8,79028716404
730;15,0812836447;10,4267734041;11,6765020704;30,901160813;13,1054308532;24,9354139535;22,935362028;11,4818231063;36,5502152355;11,8864301434;40,205083643;40,6597055271;26,2325814735;9,48871457983;31,1336271012;15,1672000915;10,0286401127;12,8373879702;22,8897623606;6,96122728699;9,58945560048;33,5163259626;33,8540716902;10,385703728;28,4105466902;13,5553497163;45,21301533;14,3250328732;15,9114648789;22,9586547851;53,8926506417;14,4597746795;34,8410554022;13,3831459898;13,2715446179;8,22365263684;12,9703746301;42,9245119424;18,160036128;17,4650141145;12,454135692;34,325087996;46,3825763073;38,4845000916;20,4955914727;43,8235847439;23,3967723694;8,76288820393;8,66961594224;16,7209285111;12,7853946297;27,285738558;37,0485241288;33,9830827082;15,7433213629;38,6064742951;18,368435962;40,9459645074;22,6299302881;10,7700500984;7,61840436305;27,8715782842;6,99004727174;14,9307758323;13,9641311123;17,2088107505;15,4811985249;7,88344764313;7,95471646851;8,85084197009
740;14,1973833263;9,54695533991;10,837626223;29,1933091564;11,9131757328;23,4067877369;21,9246736628;10,5636251418;34,801852677;11,1451457408;38,2752117035;38,5449363429;24,7087347958;8,70530892904;29,2449488508;14,1054698039;9,39863450642;11,8062718615;22,8557161873;6,71136792107;9,45336612247;32,9359643599;33,0272140322;10,3890629486;27,7468351299;13,3605556495;44,5699188201;13,8102127123;15,5942960412;21,8920689307;52,8328428459;14,0387912962;33,8358638721;12,841248561;12,7369865434;7,8565675603;12,7015552473;42,1117637156;17,4438369466;16,5733808184;12,0343018704;33,4659548667;45,9534178946;38,2760580587;20,5820864715;43,7364920988;23,0189575477;9,20782474882;9,82441068584;17,0379208994;13,4407704795;27,2476296408;37,2118147874;34,0088643731;15,971538119;38,6106906822;18,2631889557;40,8211749756;22,2130070534;9,92986678436;6,90827793476;26,4139895551;6,42713486846;13,9800308705;13,2028889787;15,9766794701;14,6320168495;7,49994666457;7,82223092606;8,40545544304
750;13,6424917325;8,76515907904;10,0676394981;28,5533792654;11,1755045354;22,4682098887;21,1877891872;9,73722294355;34,3106983559;10,4391148865;37,4760049311;36,9818224668;23,7881712537;8,02556215002;28,3371849064;13,4686191249;8,69181991491;10,9618392394;22,3352895186;6,07226511988;9,09512280223;32,2824035948;32,0192424669;9,723000054;27,4219736092;12,2361091117;43,6661596523;13,211029917;15,1940457074;21,661348128;52,5357995937;13,7779747672;33,2971624834;12,5074857783;12,1903992884;7,54315114669;12,443626391;41,9344625411;17,2862795893;16,519183235;11,8920813221;33,5051181245;45,9206072351;38,4042943341;20,6422124449;44,2416373541;22,9109337411;9,17985182665;9,62476734487;17,0535766266;13,4878162977;27,3750160195;37,2715848039;34,2928658765;15,856756718;38,1054853629;18,4503759212;40,8752028483;21,8401132223;9,25748586669;6,27327718299;25,9566433661;5,86491937188;13,1202677463;12,0876811034;15,1751093517;13,9116791742;6,96662059599;7,24126370647;7,87806340915
760;13,1960376298;8,53581898284;9,80530350299;27,5657781098;10,7869207156;21,7052541501;20,5320735796;9,43643238181;33,3138268178;10,0683699376;36,557779644;36,14304137;23,0375768463;7,73812564069;27,6376930931;12,7247749507;8,35767751377;10,573774919;22,3909515379;6,08280346725;9,25822180369;31,9590738617;31,6907411132;9,88492719737;27,2119710966;12,676745033;42,7314509915;13,0128578641;14,6659248127;20,952912637;50,9286744048;13,217561996;32,5596498586;12,1576639454;11,8960603498;7,53838042874;11,9310301292;41,1580282274;16,8730823428;16,0175629992;11,6513158349;32,8445650789;45,8299949072;38,0139714187;20,846190344;44,0353435184;22,6590718824;9,28753312391;10,5029690683;17,1216076448;13,8321804837;27,1606254466;37,2392246477;33,9009535496;15,9842859296;37,5998457075;18,6533870216;40,6323573134;21,6234996085;8,98224304809;6,15751184071;25,3623075471;5,76833764023;12,4218410345;11,6882444292;14,5324359589;13,3018537305;6,86353532989;7,43730878072;7,54460751425
770;12,2275448033;7,64016409458;8,98832394281;26,5607130497;9,61755086158;20,2722036773;19,5735431998;8,49854797932;32,4433322905;9,18897349348;35,6440557044;33,8878563255;21,5247221363;6,83176713002;26,2669891009;11,6335763535;7,60181125631;9,62752931454;22,0864019743;6,24681396393;9,40639013944;31,1376616493;30,9476107813;9,74033856479;26,8653546944;12,1963874479;42,1535789327;12,5753720418;14,4056774617;20,6067762923;50,144220817;12,9703777807;32,4766504999;11,6720017132;11,6727794342;7,52956895731;11,7685939754;40,9937709374;16,5899182169;15,6495498045;11,4169591596;32,7876355791;45,5886753581;38,19033181;20,8650058296;44,5032748816;22,344496843;9,33884303727;10,2749696278;17,1247790279;13,7689855542;26,8583787945;36,7088033019;33,371100682;15,7783242096;37,4092004163;18,7110526584;40,9242618914;21,0229873746;8,17732308056;5,3597395172;24,3961679215;4,94864627817;11,2582448411;10,4966503015;13,3628991561;12,2715182762;5,87972768999;6,39157811835;6,89294302905
780;12,3147575145;7,4206803428;8,88865041027;26,1279015873;9,62822639063;19,6357175897;19,4964059872;8,44193179187;31,7266397068;9,31118663355;35,2473398609;33,1152904013;21,1074370917;6,8409683781;26,0821255215;11,5654826408;7,39248593359;9,45426901283;21,9169305391;6,42868611089;8,7123395071;30,3978128733;30,0614469289;9,43014857246;26,5564570261;12,0339722852;41,249947802;12,1645813948;14,6549586395;20,22464147;49,0976129869;12,6841264486;31,6678585675;11,5942792144;11,7500331145;7,27733982206;11,5353371893;40,6500460591;16,2853697152;15,3792581352;11,0870294317;32,1018376492;45,5314467829;38,1869292714;21,1485985745;44,3621866323;22,2891454961;9,29558412042;10,3877331374;17,1412323924;13,7297035344;26,49695889;36,4715083141;33,0149047762;15,5706898299;36,9816078106;18,9158060973;40,7337100819;20,720593116;8,13019661087;5,49551898823;24,2346392598;4,90695423618;11,3268474942;10,4088179894;13,1438787255;11,9922078632;6,170681817;6,80842427293;6,78393618209
790;11,8978276417;7,07868933134;8,48448410042;25,5862511917;9,31146953426;18,950624485;19,0521660702;8,00275311037;31,5495557914;9,04946651002;34,8845798857;32,0468269252;20,553703037;6,38780521598;25,5291134755;11,1064346053;7,21747000725;9,12565291396;21,8365258172;6,0810337908;8,84887569725;29,9882273457;29,6720436921;9,35574093352;26,0509941436;11,8121541626;40,9285721331;11,81578911;14,8135513096;19,9733666869;48,4516180658;12,222107438;31,3348294775;11,1572405018;11,6515539619;7,0159631066;11,119592947;40,5703560577;15,9431232194;14,8285578173;10,8456461896;32,0040201145;45,7360898384;38,2643038978;21,2949855753;44,4396306651;21,9354343964;9,30954464035;10,8833593424;17,445823815;14,1062527351;26,0178946334;36,4136795856;32,5986969704;15,3637797412;36,6386919212;19,0764945772;40,734901248;20,5483106219;7,73423928903;5,17296823763;23,8968116345;4,62005291727;10,7924906482;9,94840376465;12,6680261354;11,6122417475;5,77197081633;6,53236123667;6,53232197375
800;11,7224727796;6,66677553635;8,34644447466;24,6952546345;8,7162134877;18,2402144343;18,5785071081;7,61469326727;30,7633377577;8,67522709974;34,1278223204;30,9104596588;19,6589847388;6,18174227424;24,93502933;10,7587940406;6,83777698122;8,56618088908;21,6733988274;6,06293031025;8,66185760039;29,3294594385;28,508964445;9,02831914769;25,6991875729;11,515926568;40,0413890731;11,7223251575;14,8073943692;19,9426996923;47,6340009503;12,3379723672;30,9482830748;11,2027298248;11,7974290751;7,01878077417;11,2463651712;40,2711614302;16,02340905;14,6809219745;10,7061708778;31,8004285295;45,5935644589;38,2519394728;21,1258007657;44,7239087262;21,4874287881;9,28184650285;10,7785553683;17,5330956353;14,1406667575;25,6973713258;36,146714851;32,2713820441;15,2713507111;36,2373702053;19,1219304434;40,9075333217;19,9206924291;7,33087010257;4,98646668227;23,3858428359;4,4945084281;10,194202096;9,41154726474;12,0615216965;11,0675610163;5,92121132305;6,45321659395;6,32736879002
810;11,5839539683;6,36782792275;8,00349755971;24,1226925558;8,49593549159;17,6242775052;18,3360436689;7,39637899346;30,0513514049;8,51054608858;33,7358660479;30,0618839762;19,2830955549;6,01450651232;24,4864824987;10,4772326446;6,79118251459;8,52147146517;21,3134394052;5,89944746008;8,60395485242;28,7825735526;28,0007703575;8,83717116206;25,5462613382;11,2535056404;39,3842271669;11,1804680798;14,4404616639;19,3466836732;46,695472707;11,8855001138;30,2123824216;10,6615012917;11,5383806732;6,97760613662;10,9317082222;39,9209420756;15,6278711736;14,3401395896;10,4030990609;31,2997511259;45,4106570395;37,8311651735;20,825925789;44,0194732977;21,1477678819;8,99730590353;10,8859777906;17,0790217868;13,8186209824;24,9785300274;35,8274786292;31,562200671;14,879727126;35,5235794564;18,9849349729;40,4187717961;19,6112114813;7,23294091693;4,84607090905;23,0562031353;4,25050708123;10,0092353406;9,03846518289;11,6159250075;10,790238402;5,91607851557;6,52817447921;6,18513680879
820;11,1741783807;6,13004283204;7,80382098775;23,5802651146;8,29420037988;16,9956097867;17,9230625601;7,10069208687;29,9138663903;8,23296084936;33,2059079989;29,2829332234;18,7963885883;5,67957012929;23,9358460756;10,1007056202;6,46182485998;8,05883555195;21,1306896141;5,87946741784;8,46165647231;28,2788801886;27,4515845542;8,86761267539;25,0157304231;11,0484086697;38,5723286485;10,9342241224;14,3469435469;18,9461683003;45,6853647205;11,630513815;29,8245075005;10,4002154039;11,2906028582;6,73281737435;10,6814799796;39,5450662656;15,4395031135;14,0930589906;10,1284701269;31,0341263581;45,2377189026;37,6936607479;20,8398018719;44,2174756655;21,0124301493;9,40699345585;11,365656953;17,3182161821;14,1212258083;24,959981963;35,7097833099;31,563072054;14,8720797173;35,2275503747;19,0317312086;40,4976954502;19,3260044397;6,90700247964;4,5808373711;22,8388382103;4,14640127724;9,48310201409;8,65155293317;11,1506662021;10,3388686986;5,54608840761;6,21048968468;6,00691197359
830;11,0695496604;5,9501703354;7,68615513306;23,0987849305;7,95130848856;16,5107481968;17,6472200803;6,88477979274;29,3965456688;8,08853245998;32,9001969015;28,3527294781;18,3584196602;5,70581904481;23,5757362077;9,90638346266;6,33913753677;7,88289206784;20,8779162196;5,756428555;8,24190808398;27,6355234225;26,585772433;8,61201623886;24,6807795816;10,7370534137;37,7974154314;10,6416793571;14,0080524019;18,4870701955;44,838604848;11,2566103422;29,2585531115;10,1365764151;11,0126907134;6,65782322575;10,3916381991;39,2110914457;15,0917726307;13,8086794269;9,96095872976;30,7117537203;44,7240566394;37,5985604738;20,7312987233;43,8893809305;20,5707002323;9,27963699525;11,0723270696;17,337816073;13,9849519069;24,5767778376;35,2291677281;31,000608858;14,5872118688;34,5976774994;18,9444366134;40,383371533;18,8504550313;6,79117870877;4,51501649285;22,4802116015;4,04165008905;9,27192376431;8,31639761062;10,7806039466;9,94988202662;5,52358307403;6,30711737008;5,93127047329
840;10,9889986663;5,79287921753;7,50065509086;22,6941529188;7,76963088249;16,0559773066;17,413794726;6,55103388916;29,2106584679;7,91261207007;32,7490901973;28,0415804232;18,07826708;5,50253580023;23,4767018708;9,70499586114;6,21140623529;7,71797796959;20,6740664218;5,81281778777;8,1966356882;27,1384537117;26,3842462672;8,52957497444;24,3715914112;10,4612411914;36,9764111988;10,301859397;13,8191951849;18,0284563082;43,660293422;10,9438893104;28,7930814681;9,896133176;10,7535228317;6,47848278648;10,2416725661;38,7631162115;14,8386083611;13,5247926661;9,59400524592;30,268262885;44,3795570169;37,3587588618;20,6338233489;43,5338530972;20,2420841561;9,03844609459;11,2005377247;17,0310444156;13,8616703081;24,0659715492;35,0036652286;30,4978394727;14,3317736048;33,8339545028;18,8636284178;40,2636328563;18,3320246628;6,71075946521;4,48973567693;22,2661194441;3,87683802611;8,8499047402;8,07094603781;10,4956671971;9,80336965234;5,50349519358;6,25924019883;5,86929280721
850;10,5082465482;5,35216293737;7,10971461942;22,0637842675;7,36423812947;15,4065603917;17,0448653381;6,31032009574;28,8566236757;7,5669310505;32,4668380127;27,030720461;17,4875467325;5,18569205905;22,8722832967;9,15448284276;5,85394666345;7,42493135776;20,3423072552;5,81842719627;7,85882653704;26,3691342282;25,7005832231;8,32825631703;23,8809094536;10,3327890434;36,1731277737;10,0901011377;13,388688632;17,6347649217;42,7529378812;10,7151269247;28,340275859;9,71077635095;10,6552591175;6,33345008981;9,9345635828;38,7778378061;14,6659092884;13,3679873137;9,45230149758;30,1517988448;44,0176196427;37,3570268493;20,7257774021;43,5351569753;20,0017116972;9,03356705945;11,198419057;16,9133998986;13,8041755718;24,0707777469;34,6967755861;30,3251188725;14,1931088613;33,4846976692;18,8819438512;40,0801699165;18,2174024699;6,25450998046;4,07639081872;22,1038585786;3,60060289133;8,45583006141;7,5913926075;9,98998541125;9,394922276;4,97532908137;5,8289334427;5,50044467486
860;10,5380256314;5,37162592158;6,98551060869;21,7569832971;7,33226382226;14,8942770359;16,9588204147;6,17143046804;28,6374338531;7,42667223993;32,1569037512;26,6069484714;17,1660295778;5,11210662325;22,6383788639;9,14726189427;5,88736538156;7,23028501558;20,2782447418;5,65970034552;7,77842745157;25,9791829205;25,3024095671;8,15707987553;23,8764938148;10,0047396052;35,3508249089;9,77107613329;13,1688495273;17,2291164388;41,8112923043;10,4738130881;27,9366345632;9,33087735564;10,3308079803;6,1734651567;9,87647539753;38,2880816541;14,4522984039;13,0271408209;9,22013828806;29,7232338585;43,7752063614;37,0767942072;20,4036563546;43,1148557197;19,7296617693;8,84545438213;11,1640361178;16,8518746473;13,5079429599;23,358147445;34,4073954193;29,8375770214;13,8779035361;32,7329833915;18,5986176933;39,8335337192;17,6120093275;6,222667927;4,04660755893;21,9785405849;3,61881927901;8,31443627617;7,39419484255;9,8987451301;9,13624820553;5,15547330138;5,93200922394;5,54380227647
